GOCI2_Latitude,GOCI2_Longitude,Himawari_Latitude,Himawari_Longitude,Chlorophyll,Albedo_01,Albedo_02,Albedo_03,Albedo_04
30.287746,136.54709,30.29,136.55,0.11924289,0.107,0.0713,0.0254,0.0101
24.933487,139.40755,24.93,139.41,0.07047003,0.1153,0.076699995,0.031,0.0143
24.963856,136.05374,24.960001,136.05,0.05759481,0.1153,0.0743,0.0299,0.012499999
26.010874,128.29807,26.01,128.3,0.09583168,0.1171,0.078999996,0.0319,0.0143
30.94752,133.51006,30.95,133.51,0.20245971,0.13069999,0.0903,0.0392,0.0184
25.030203,127.49974,25.03,127.5,0.09070706,0.1182,0.078999996,0.033,0.015999999
36.937534,142.97687,36.940002,142.98,0.11314576,0.117699996,0.0784,0.030599998,0.0101
29.166271,133.22395,29.17,133.22,0.10670883,0.1165,0.0778,0.0324,0.0143
33.39189,134.93349,33.39,134.93,0.2441545,0.1284,0.0903,0.040599998,0.0196
26.994703,137.29596,26.99,137.3,0.13013746,0.1046,0.0695,0.025799999,0.0089
45.256218,138.1497,45.260002,138.15,0.576665,0.1278,0.0909,0.0379,0.0154
36.826828,123.97743,36.83,123.98,0.2949952,0.14559999,0.1165,0.0692,0.052899998
34.44087,124.72745,34.440002,124.73,0.5543953,0.11229999,0.0802,0.0334,0.0166
25.765165,127.919205,25.77,127.92,0.09824542,0.1165,0.0784,0.0328,0.0143
29.630499,124.481476,29.630001,124.48,0.40336207,0.12239999,0.0879,0.0407,0.021399999
25.477371,130.73915,25.480001,130.74,0.08694849,0.1414,0.111099996,0.0725,0.0535
34.730656,124.46743,34.73,124.47,0.54639506,0.1171,0.083799995,0.0376,0.017199999
35.439877,123.29424,35.440002,123.29,0.47710538,0.1361,0.099199995,0.0492,0.0267
32.8073,140.34872,32.809998,140.35,0.12690291,0.1129,0.073699996,0.0296,0.0106999995
44.791008,136.97375,44.79,136.97,0.5178918,0.13069999,0.0927,0.0394,0.0184
26.40746,129.85872,26.41,129.86,0.080507874,0.1129,0.0755,0.0313,0.0131
29.923212,130.77054,29.92,130.77,0.19883953,0.124199994,0.086799994,0.0379,0.0178
26.144842,128.50479,26.140001,128.5,0.08436524,0.1188,0.078999996,0.0352,0.0154
28.09338,130.34103,28.09,130.34,0.12226986,0.12719999,0.086799994,0.0379,0.0178
30.9344,131.98102,30.93,131.98,0.21004458,0.1117,0.076699995,0.030499998,0.0143
34.79544,141.60152,34.8,141.6,0.14306548,0.1099,0.071899995,0.026099999,0.0077
32.722702,124.896324,32.72,124.9,0.6819824,0.1188,0.0862,0.0411,0.0196
33.985607,126.170135,33.989998,126.17,0.4934473,0.1081,0.077199996,0.0321,0.0131
36.772793,135.46887,36.77,135.47,0.2890533,0.124199994,0.0874,0.037699997,0.0184
24.986826,140.46564,24.99,140.47,0.082002446,0.12719999,0.0844,0.037299998,0.021399999
24.033934,129.78679,24.03,129.79,0.09882462,0.119399995,0.0844,0.0379,0.0244
29.326744,123.742294,29.33,123.74,0.4508452,0.1248,0.0915,0.0431,0.0232
24.032993,135.04205,24.03,135.04,0.05266306,0.1408,0.1034,0.0661,0.0535
30.074833,130.46338,30.07,130.46,0.28502998,0.1355,0.0986,0.0495,0.0279
25.985672,125.90586,25.99,125.91,0.0876928,0.12,0.0808,0.0345,0.0154
31.01887,128.62636,31.02,128.63,0.22208047,0.1081,0.0755,0.0285,0.012499999
45.86745,139.80983,45.87,139.81,0.38395426,0.1414,0.102199994,0.044299997,0.022599999
27.482546,142.72675,27.480001,142.73,0.18190593,0.15689999,0.12,0.0783,0.0683
30.989597,131.6383,30.99,131.64,0.24924444,0.12239999,0.0862,0.038599998,0.021399999
33.982723,127.05054,33.98,127.05,0.5924081,0.11229999,0.0802,0.033999998,0.0149
32.089497,134.37866,32.09,134.38,0.13904642,0.12719999,0.0885,0.0385,0.022599999
28.601086,136.38564,28.6,136.39,0.09052721,0.115899995,0.076699995,0.031,0.0143
28.94955,126.05731,28.95,126.06,0.2112734,0.1117,0.0784,0.0316,0.0154
31.98607,132.22115,31.99,132.22,0.17475249,0.1188,0.081999995,0.0345,0.015999999
33.10262,141.20877,33.1,141.20999,0.12969045,0.111099996,0.0749,0.0288,0.011899999
36.223537,133.65987,36.22,133.66,0.39066267,0.1206,0.086799994,0.037299998,0.015999999
31.036097,133.14491,31.04,133.14,0.13963853,0.12,0.081999995,0.0324,0.015999999
25.559307,132.95967,25.560001,132.96,0.059748217,0.107,0.0683,0.025799999,0.0095
29.8331,124.56598,29.83,124.57,0.38085628,0.119399995,0.086799994,0.0392,0.0232
32.24982,124.195694,32.25,124.2,1.2882965,0.1188,0.0879,0.0392,0.0196
26.155756,142.04102,26.16,142.04,0.06702923,0.111099996,0.0713,0.028199999,0.0131
38.778587,141.79745,38.78,141.8,0.47262615,0.12539999,0.0903,0.039499998,0.0202
30.849934,140.88078,30.85,140.88,0.15949461,0.1206,0.081999995,0.036399998,0.0166
33.19657,128.03276,33.2,128.03,0.2708926,0.115899995,0.0802,0.0348,0.0149
26.641432,129.69847,26.640001,129.7,0.10267664,0.1171,0.077199996,0.0321,0.0149
30.429876,126.05559,30.43,126.06,0.4361418,0.11229999,0.0802,0.035499997,0.0184
29.011759,132.80573,29.01,132.81,0.095432945,0.109299995,0.0725,0.0279,0.011299999
24.99135,129.4172,24.99,129.42,0.08172463,0.1182,0.078999996,0.0316,0.0166
26.30005,131.28171,26.300001,131.28,0.06637387,0.111099996,0.0731,0.029299999,0.0131
33.26168,140.51617,33.260002,140.52,0.11123958,0.107,0.0707,0.0273,0.0071
38.13226,142.0684,38.13,142.07,0.38251755,0.1266,0.0909,0.040999997,0.0196
28.207169,126.67429,28.210001,126.67,0.122788474,0.107599996,0.071899995,0.028099999,0.0101
42.58374,134.53828,42.58,134.54,0.5117187,0.124199994,0.0874,0.0361,0.0154
27.488321,125.83187,27.49,125.83,0.21230504,0.1171,0.0826,0.033299997,0.0202
39.7206,127.939964,39.72,127.94,0.6884781,0.124199994,0.0897,0.0394,0.019
30.040089,126.115875,30.04,126.12,0.20954248,0.122999996,0.086799994,0.0379,0.0232
36.903706,135.65393,36.9,135.65,0.2669717,0.126,0.089099996,0.0394,0.0184
28.300198,127.017166,28.300001,127.02,0.13103668,0.107,0.0707,0.0266,0.011299999
26.354488,128.86583,26.35,128.87,0.09719562,0.119399995,0.0802,0.0349,0.0184
41.455463,134.74438,41.46,134.74,0.4230475,0.14379999,0.1081,0.0581,0.0416
24.144709,127.505424,24.140001,127.51,0.117612526,0.115899995,0.077199996,0.031799998,0.015999999
26.43995,130.7094,26.44,130.71,0.076050475,0.1147,0.0755,0.030599998,0.011299999
30.214592,123.59763,30.210001,123.6,0.71697414,0.1206,0.0885,0.042,0.0208
31.115877,138.79123,31.12,138.79,0.13739605,0.1064,0.0713,0.026999999,0.0083
39.069946,136.86478,39.07,136.86,0.32360578,0.121199995,0.0832,0.033,0.021399999
26.863857,136.69002,26.86,136.69,0.07956132,0.1064,0.0689,0.0256,0.0106999995
31.073744,123.8912,31.07,123.89,1.0732677,0.126,0.0951,0.0471,0.026099999
26.897987,137.36026,26.9,137.36,0.1427434,0.1064,0.0707,0.027199998,0.0131
28.310692,127.324875,28.310001,127.32,0.115142114,0.1081,0.071899995,0.0309,0.011299999
36.173496,141.0416,36.17,141.04,0.2837192,0.1099,0.0749,0.029099999,0.011899999
42.815346,134.45174,42.82,134.45,0.5213398,0.121199995,0.085,0.0354,0.015999999
33.92999,141.99995,33.93,142.0,0.10621163,0.1105,0.071899995,0.0256,0.0089
25.177681,129.95786,25.18,129.96,0.076648094,0.1349,0.102199994,0.0526,0.0404
28.405941,141.43188,28.41,141.43,0.090803474,0.1284,0.0909,0.0591,0.0232
31.648106,124.1222,31.65,124.12,0.6860084,0.1266,0.0927,0.0437,0.023799999
31.879797,139.20471,31.880001,139.2,0.13220617,0.1064,0.070099995,0.025999999,0.0089
27.503246,125.53368,27.5,125.53,0.13488123,0.1064,0.0713,0.0267,0.011299999
37.861702,142.62967,37.86,142.63,0.32104784,0.1182,0.0826,0.033099998,0.0149
36.232437,133.61125,36.23,133.61,0.39052057,0.121199995,0.086799994,0.0383,0.0178
25.063766,136.43272,25.060001,136.43,0.09632854,0.1497,0.111099996,0.0652,0.0493
40.984966,131.14493,40.98,131.14,0.52615196,0.1206,0.0862,0.0352,0.0131
39.545013,129.01125,39.55,129.01,0.312453,0.1444,0.105799995,0.0557,0.0267
27.883293,128.47652,27.880001,128.48,0.10399149,0.1099,0.0731,0.0288,0.0137
31.338976,133.41026,31.34,133.41,0.11582363,0.12239999,0.0832,0.0361,0.0202
37.305447,142.39781,37.31,142.4,0.2744182,0.11229999,0.077199996,0.030599998,0.011899999
33.9801,141.27629,33.98,141.28,0.25779298,0.111099996,0.071899995,0.025999999,0.0089
24.09846,136.23479,24.1,136.23,0.05453724,0.1052,0.066,0.0242,0.0083
25.621645,130.89262,25.62,130.89,0.07141678,0.1099,0.071899995,0.0309,0.0143
30.708002,123.64082,30.710001,123.64,0.84500563,0.1165,0.0844,0.0398,0.021399999
31.141598,123.38151,31.140001,123.38,0.8580579,0.1266,0.093899995,0.0471,0.0256
29.993504,134.52997,29.99,134.53,0.13816081,0.1331,0.0933,0.0414,0.0244
27.216642,137.40631,27.220001,137.41,0.08299777,0.1064,0.0683,0.0251,0.0095
25.733309,127.69319,25.730001,127.69,0.10802811,0.1165,0.078999996,0.035499997,0.0137
39.841663,142.90808,39.84,142.91,0.43511572,0.126,0.0897,0.0389,0.0184
30.169462,128.31584,30.17,128.32,0.21240675,0.1064,0.071899995,0.0285,0.0131
29.214338,123.44086,29.210001,123.44,0.5422484,0.119399995,0.087299995,0.0403,0.021399999
29.35454,130.19922,29.35,130.2,0.14690858,0.13849999,0.0986,0.048,0.029099999
38.770935,142.90712,38.77,142.91,0.3984461,0.1313,0.093899995,0.0422,0.021399999
33.726547,143.0287,33.73,143.03,0.121267885,0.1943,0.1688,0.1344,0.1521
33.657673,137.27309,33.66,137.27,0.22486092,0.1081,0.0743,0.028199999,0.012499999
40.410507,131.40312,40.41,131.4,0.51364726,0.1278,0.0945,0.043199997,0.0166
32.38503,123.21049,32.39,123.21,2.0772636,0.1266,0.0945,0.0466,0.024999999
25.939344,129.12532,25.94,129.13,0.087805815,0.1188,0.0796,0.0348,0.017199999
27.791931,132.48196,27.79,132.48,0.08326589,0.1064,0.0695,0.0256,0.011299999
32.268753,123.06671,32.27,123.07,1.9772923,0.1444,0.1135,0.0569,0.0309
31.59735,140.16234,31.6,140.16,0.12901141,0.111099996,0.0731,0.0288,0.011299999
33.179855,123.20648,33.18,123.21,0.5978192,0.12,0.089099996,0.0411,0.0178
31.99438,130.11835,31.99,130.12,0.40060613,0.1188,0.0844,0.037699997,0.021399999
36.60561,135.96437,36.61,135.96,0.2705758,0.12539999,0.0879,0.0382,0.0184
31.08362,133.29395,31.08,133.29,0.14255457,0.12239999,0.083799995,0.0345,0.017199999
26.560318,130.497,26.560001,130.5,0.096282415,0.1135,0.0755,0.030299999,0.0137
42.056477,133.76764,42.06,133.77,0.40644637,0.1248,0.0897,0.0414,0.0184
37.87781,141.6742,37.88,141.67,0.34213248,0.12539999,0.0879,0.0394,0.0202
24.700691,138.90945,24.7,138.91,0.15150207,0.1188,0.0808,0.0365,0.022599999
29.999266,128.08438,30.0,128.08,0.2131452,0.1081,0.0731,0.029299999,0.0149
26.458273,126.66076,26.460001,126.66,0.13593121,0.1188,0.0814,0.0352,0.0166
29.668415,137.1821,29.67,137.18,0.13219243,0.1087,0.0725,0.026999999,0.0089
39.278008,127.70328,39.28,127.7,0.7384602,0.1218,0.0879,0.0389,0.0196
37.07015,135.23271,37.07,135.23,0.2628771,0.1188,0.083799995,0.035099998,0.015999999
30.218147,130.76332,30.220001,130.76,0.21858014,0.1319,0.0951,0.0466,0.0279
40.08957,131.6713,40.09,131.67,0.44336867,0.2698,0.2418,0.20799999,0.2395
36.249496,123.859695,36.25,123.86,0.46704563,0.121199995,0.0879,0.038,0.0166
26.049614,141.6058,26.050001,141.61,0.104868226,0.11229999,0.0755,0.0316,0.0149
31.632248,142.39674,31.630001,142.4,0.09502952,0.11229999,0.0731,0.026999999,0.0101
45.711926,139.08739,45.71,139.09,0.62152684,0.1331,0.0963,0.0409,0.0178
31.487247,132.13942,31.49,132.14,0.24779749,0.121199995,0.085,0.0376,0.0202
28.611345,136.51945,28.61,136.52,0.10367259,0.1147,0.076699995,0.030199999,0.011899999
27.309488,131.39105,27.310001,131.39,0.1102111,0.12539999,0.0844,0.0376,0.019
30.474195,133.7466,30.470001,133.75,0.13099678,0.5895,0.5372,0.607,0.5699
35.219807,139.21443,35.22,139.20999,0.6954231,0.1099,0.0796,0.0319,0.015999999
37.221264,135.42915,37.22,135.43,0.28237724,0.122999996,0.0862,0.0371,0.017199999
35.455177,125.67781,35.46,125.68,1.3203359,0.111099996,0.0802,0.033999998,0.0149
36.122707,123.916794,36.12,123.92,0.4733704,0.121199995,0.086799994,0.0379,0.0184
29.371262,125.02161,29.37,125.02,0.27920985,0.12,0.085599996,0.0379,0.0178
24.02866,138.06917,24.03,138.07,0.07677498,0.105799995,0.067099996,0.0257,0.0089
27.100061,128.84769,27.1,128.85,0.09778125,0.1153,0.077199996,0.0313,0.0149
24.56207,126.97003,24.560001,126.97,0.13791513,0.119399995,0.0826,0.0361,0.0178
42.161697,138.26752,42.16,138.27,0.24407168,0.2733,0.2365,0.19559999,0.2026
28.352608,124.057304,28.35,124.06,0.27150357,0.111099996,0.076699995,0.0315,0.0149
31.103155,133.79926,31.1,133.8,0.19595878,0.14019999,0.0963,0.0492,0.022599999
34.024048,143.15399,34.02,143.15,0.11607994,0.109299995,0.071899995,0.0257,0.0101
24.447775,136.91878,24.45,136.92,0.073514424,0.1046,0.067099996,0.024699999,0.0089
26.091225,128.43835,26.09,128.44,0.08911904,0.1188,0.0802,0.0349,0.0166
37.78823,129.95692,37.79,129.96,0.39289904,0.12539999,0.0903,0.0425,0.024999999
29.905031,129.68571,29.91,129.69,0.18554586,0.12889999,0.089099996,0.041699998,0.021399999
28.840952,136.80733,28.84,136.81,0.05219426,0.119399995,0.0826,0.0385,0.0232
36.78199,134.36353,36.78,134.36,0.35548759,0.12539999,0.0915,0.042799998,0.0279
31.567486,133.04628,31.57,133.05,0.12847185,0.115899995,0.077199996,0.030599998,0.011899999
30.340113,128.32942,30.34,128.33,0.16586636,0.1081,0.0743,0.029399998,0.012499999
34.59446,141.32935,34.59,141.33,0.14841962,0.1087,0.0725,0.025799999,0.0083
38.361263,124.46885,38.36,124.47,1.2373245,0.13669999,0.1028,0.0523,0.0285
39.788757,127.73872,39.79,127.74,0.6454807,0.1349,0.100999996,0.0502,0.030299999
27.730524,140.7072,27.730001,140.70999,0.09445117,0.1105,0.0731,0.0287,0.011899999
28.582132,134.69142,28.58,134.69,0.11482241,0.12239999,0.085,0.038799997,0.022599999
39.17841,135.47983,39.18,135.48,0.2750629,0.14379999,0.111099996,0.059899997,0.0446
24.711164,137.3272,24.710001,137.33,0.08042189,0.109299995,0.071899995,0.029399998,0.0131
25.707428,129.30869,25.710001,129.31,0.077034034,0.1188,0.078999996,0.0325,0.0149
41.677525,133.44586,41.68,133.45,0.67141694,0.122999996,0.0874,0.037,0.0166
28.548115,133.55017,28.550001,133.55,0.08735564,0.115899995,0.078999996,0.0316,0.0202
26.6603,131.16182,26.66,131.16,0.106328726,0.1188,0.0802,0.036399998,0.0184
31.77099,136.29858,31.77,136.3,0.18655021,0.111099996,0.0743,0.031799998,0.0149
28.114408,134.65851,28.11,134.66,0.07609404,0.114099994,0.0743,0.029399998,0.011299999
36.073326,125.42505,36.07,125.43,0.54076564,0.115899995,0.0826,0.0352,0.0166
28.235798,138.00719,28.24,138.01,0.14825389,0.122999996,0.083799995,0.0379,0.0196
25.265419,127.83456,25.27,127.83,0.08651656,0.119399995,0.0796,0.0334,0.0166
39.241352,131.22124,39.239998,131.22,0.46225253,0.2276,0.1961,0.1442,0.14739999
30.177216,125.89126,30.18,125.89,0.42635432,0.1147,0.081999995,0.036199998,0.0166
34.73993,134.55286,34.74,134.55,1.7413844,0.12,0.0897,0.0437,0.026099999
37.31592,134.87709,37.32,134.88,0.330867,0.117699996,0.081999995,0.033099998,0.0137
38.868298,133.48889,38.87,133.49,0.8685565,0.1396,0.107599996,0.0576,0.0481
30.675282,133.26102,30.68,133.26,0.15151395,0.13669999,0.095699996,0.046099998,0.024999999
37.23209,142.7339,37.23,142.73,0.17047855,0.115899995,0.0778,0.030199999,0.011899999
26.859129,129.09789,26.86,129.1,0.081473984,0.11229999,0.0743,0.029399998,0.012499999
32.2874,131.72104,32.29,131.72,0.45000565,0.1135,0.0802,0.033,0.0178
34.469604,134.7279,34.47,134.73,0.9004749,0.11229999,0.0796,0.0357,0.0178
29.870216,135.3281,29.87,135.33,0.11301708,0.114099994,0.0749,0.030499998,0.012499999
37.093422,143.03058,37.09,143.03,0.43539813,0.1236,0.085,0.036,0.019
40.64694,142.01668,40.65,142.02,0.41033933,0.1349,0.0975,0.044099998,0.022599999
26.046846,129.4143,26.050001,129.41,0.07832796,0.1147,0.0778,0.0309,0.0143
34.24153,143.10182,34.24,143.1,0.11975156,0.1087,0.071899995,0.0264,0.0083
32.9837,133.81052,32.98,133.81,0.24545102,0.1295,0.092099994,0.0425,0.021399999
34.99216,143.2603,34.99,143.26,0.13990003,0.111099996,0.073699996,0.0276,0.0089
40.608444,131.9213,40.61,131.92,0.43870944,0.1218,0.0874,0.036,0.015999999
33.003887,135.38998,33.0,135.39,0.23969404,0.1165,0.0808,0.033,0.0143
25.526762,133.85626,25.53,133.86,0.06988029,0.1165,0.078999996,0.0368,0.022
36.0234,143.31255,36.02,143.31,0.13013035,0.1171,0.077199996,0.0288,0.011899999
38.809017,141.7043,38.81,141.7,0.53970194,0.12719999,0.0903,0.039699998,0.021399999
37.47693,130.09845,37.48,130.1,0.45669252,0.1557,0.124199994,0.076699995,0.0642
28.720417,135.76921,28.720001,135.77,0.07886266,0.1182,0.077199996,0.0324,0.0149
26.526346,128.19615,26.53,128.2,0.16817577,0.1278,0.093899995,0.0466,0.0392
33.63038,142.83704,33.63,142.84,0.116568476,0.1105,0.073699996,0.0275,0.0106999995
33.20668,135.78969,33.21,135.79,0.19132249,0.114099994,0.0784,0.0316,0.011899999
30.654394,136.23804,30.65,136.24,0.12981407,0.107,0.0707,0.0275,0.0083
31.89204,131.7582,31.890001,131.76,0.23712769,0.115899995,0.0814,0.0334,0.0149
28.971888,134.70618,28.970001,134.71,0.10176058,0.121199995,0.0814,0.0345,0.0149
29.030622,126.91825,29.03,126.92,0.1945853,0.1064,0.073699996,0.03,0.0149
27.480974,131.33456,27.480001,131.33,0.10027662,0.126,0.0862,0.038,0.0196
25.78467,132.00778,25.78,132.01,0.067129634,0.109299995,0.0725,0.026999999,0.0101
29.532784,124.79052,29.53,124.79,0.38971627,0.121199995,0.0879,0.0401,0.019
31.92707,128.98474,31.93,128.98,0.24013294,0.1117,0.077199996,0.031799998,0.0143
28.44408,131.00569,28.44,131.01,0.17355803,0.1313,0.092099994,0.044099998,0.023799999
31.04358,136.13103,31.04,136.13,0.20234902,0.103999995,0.0713,0.0273,0.0106999995
33.37539,125.895256,33.38,125.9,0.46647722,0.1343,0.0945,0.061499998,0.040999997
35.126534,141.06288,35.13,141.06,0.3478579,0.105799995,0.0731,0.026899999,0.011899999
30.201647,127.18889,30.2,127.19,0.2550456,0.12239999,0.0879,0.038799997,0.023799999
32.237385,139.19574,32.239998,139.2,0.11093683,0.1105,0.073699996,0.0316,0.0149
30.095167,123.612045,30.1,123.61,0.43342608,0.12239999,0.089099996,0.0407,0.021399999
38.157944,129.95807,38.16,129.96,0.58607316,0.19309999,0.1575,0.124,0.1129
31.441723,141.08856,31.44,141.09,0.11544245,0.114099994,0.076699995,0.0285,0.0137
32.628807,125.79651,32.63,125.8,0.58623433,0.1105,0.0784,0.035099998,0.0149
32.385628,124.520935,32.39,124.52,0.81461185,0.15089999,0.126,0.0805,0.0713
30.379164,137.92975,30.380001,137.93,0.113213204,0.1081,0.070099995,0.025799999,0.0071
26.375586,137.48116,26.380001,137.48,0.09397889,0.1278,0.0909,0.048699997,0.0368
26.66757,140.17543,26.67,140.18,0.08391637,0.0945,0.063599996,0.0257,0.0089
28.518822,133.95917,28.52,133.96,0.090722084,0.124199994,0.085599996,0.0425,0.0279
30.432167,136.8465,30.43,136.85,0.13246596,0.107,0.071899995,0.0273,0.0101
45.922337,138.72246,45.92,138.72,0.6101,0.13069999,0.093899995,0.0404,0.017199999
32.327015,126.00275,32.33,126.0,0.5274773,0.1135,0.081999995,0.0352,0.015999999
42.90719,134.48166,42.91,134.48,0.5287104,0.1206,0.085,0.0349,0.015999999
33.77589,128.4465,33.78,128.45,0.31471962,0.1153,0.0802,0.0349,0.017199999
30.817472,135.18814,30.82,135.19,0.16112718,0.18779999,0.1248,0.0765,0.0677
35.805515,124.24396,35.81,124.24,0.49594983,0.1462,0.105799995,0.0664,0.0535
41.03004,131.95428,41.03,131.95,0.5174364,0.1206,0.085,0.034199998,0.0154
30.366398,131.80302,30.37,131.8,0.19922042,0.107599996,0.073699996,0.0288,0.011899999
33.26534,125.20857,33.27,125.21,0.6059734,0.1182,0.0909,0.0466,0.0196
46.944252,138.83711,46.94,138.84,0.6276666,0.1379,0.100999996,0.046099998,0.0232
25.956398,131.67963,25.960001,131.68,0.073941745,0.1117,0.0725,0.029399998,0.0131
36.811977,126.09926,36.81,126.1,2.567742,0.1236,0.093899995,0.0422,0.0202
38.113033,141.32346,38.11,141.32,0.50367624,0.12719999,0.0915,0.0404,0.019
32.49746,143.10431,32.5,143.1,0.092833,0.109299995,0.071899995,0.0263,0.0071
33.405045,136.93225,33.41,136.93,0.2125383,0.1087,0.0743,0.0285,0.011299999
30.793627,125.93892,30.79,125.94,0.33252737,0.1295,0.095699996,0.047799997,0.0374
46.001587,138.86516,46.0,138.87,0.5353198,0.1325,0.0951,0.040999997,0.019
24.562918,126.580414,24.560001,126.58,0.118449144,0.1218,0.0844,0.037299998,0.0208
26.601963,130.7956,26.6,130.8,0.111489125,0.1206,0.0814,0.0349,0.0184
26.768673,126.581474,26.77,126.58,0.11503075,0.1135,0.077199996,0.0316,0.0149
30.487091,136.88748,30.49,136.89,0.15078907,0.107599996,0.0707,0.0278,0.011299999
29.928875,136.48248,29.93,136.48,0.13292018,0.107,0.070099995,0.026099999,0.0095
39.993103,128.35121,39.989998,128.35,0.62000203,0.1408,0.105799995,0.052899998,0.036199998
28.209097,137.38718,28.210001,137.39,0.15494397,0.1206,0.0814,0.0352,0.0178
32.58679,137.6358,32.59,137.64,0.18442625,0.1064,0.0707,0.0256,0.0083
39.526882,143.03416,39.53,143.03,0.36134294,0.1319,0.0945,0.0422,0.022
26.176254,137.81425,26.18,137.81,0.11172429,0.13669999,0.102199994,0.0504,0.0565
27.633709,131.76016,27.630001,131.76,0.13706027,0.12239999,0.085599996,0.0422,0.017199999
41.07692,142.78053,41.08,142.78,0.4904368,0.1313,0.0951,0.041899998,0.0208
24.779604,127.49634,24.78,127.5,0.08976145,0.122999996,0.085599996,0.0371,0.019
32.28698,128.27513,32.29,128.28,0.24271701,0.615,0.612,0.6046,0.69699997
32.54743,137.25932,32.550003,137.26,0.20337231,0.109299995,0.073699996,0.0299,0.0154
24.9286,137.94563,24.93,137.95,0.07491955,0.107599996,0.0713,0.0276,0.0131
28.935007,129.0811,28.94,129.08,0.11330779,0.117699996,0.0796,0.033099998,0.0154
31.385666,138.96782,31.390001,138.97,0.12941696,0.109299995,0.071899995,0.028199999,0.011299999
28.565245,141.47713,28.57,141.48,0.13291812,0.109299995,0.071899995,0.0267,0.0106999995
30.613167,125.34052,30.61,125.34,0.42204997,0.1521,0.1117,0.0572,0.0695
41.003246,142.77472,41.0,142.77,0.46042123,0.1284,0.0915,0.0394,0.0184
30.651295,128.28972,30.65,128.29,0.1743728,0.109299995,0.0749,0.029099999,0.011299999
30.506054,135.2488,30.51,135.25,0.096862435,0.1165,0.0784,0.030599998,0.0137
31.24071,137.42824,31.24,137.43,0.18110397,0.109299995,0.0749,0.028099999,0.015999999
31.529467,133.88295,31.53,133.88,0.1259307,0.12239999,0.083799995,0.0346,0.017199999
31.506289,136.11832,31.51,136.12,0.3243056,0.1046,0.0725,0.0287,0.011299999
40.612663,132.36444,40.61,132.36,0.5044538,0.121199995,0.0874,0.0367,0.015999999
31.225395,132.34883,31.23,132.35,0.21453048,0.109299995,0.0749,0.0299,0.011899999
29.4761,125.98381,29.48,125.98,2.009095e-09,0.119399995,0.083799995,0.0394,0.0196
25.062214,139.6554,25.060001,139.66,0.085397094,0.1218,0.0826,0.0345,0.0202
26.140774,131.08516,26.140001,131.09,0.12935965,0.111099996,0.073699996,0.030499998,0.0131
25.951965,130.76614,25.95,130.77,0.075485826,0.1099,0.0713,0.0324,0.0083
27.119482,133.6926,27.12,133.69,0.083733566,0.107,0.0695,0.026099999,0.0101
32.431522,124.697235,32.43,124.7,0.6720304,0.1331,0.1004,0.056199998,0.033299997
25.214182,131.22404,25.210001,131.22,0.081385404,0.1361,0.100999996,0.059,0.0517
33.41025,138.6082,33.41,138.61,0.08551032,0.1105,0.0755,0.0321,0.0089
31.162195,135.12735,31.16,135.13,0.16597337,0.117699996,0.0808,0.033,0.0154
34.646072,136.7993,34.65,136.8,1.1957809,0.1301,0.0963,0.046099998,0.0256
41.52747,130.1052,41.53,130.11,0.3843428,0.1337,0.0963,0.042799998,0.022
30.835945,123.44235,30.84,123.44,0.7142896,0.1165,0.085,0.0394,0.019
24.072193,136.85829,24.07,136.86,0.07586792,0.1052,0.067099996,0.0244,0.0106999995
32.73809,132.72038,32.739998,132.72,0.30236676,0.1188,0.0844,0.0389,0.0184
28.743496,137.34506,28.74,137.35,0.07132087,0.1105,0.073699996,0.0279,0.0137
25.068008,137.34253,25.07,137.34,0.07069968,0.109299995,0.071899995,0.0279,0.011299999
31.455868,137.79483,31.460001,137.79,0.16753528,0.1064,0.0713,0.0266,0.011899999
25.074299,134.27464,25.07,134.27,0.07470527,0.1598,0.122999996,0.080699995,0.0814
35.611237,140.92752,35.61,140.93,0.66552263,0.1064,0.0743,0.028099999,0.0106999995
24.530571,138.48009,24.53,138.48,0.13066904,0.115899995,0.077199996,0.032199997,0.0149
28.691706,133.76166,28.69,133.76,0.07740811,0.1105,0.0713,0.0264,0.0131
33.429977,128.01561,33.43,128.02,0.23858126,0.1147,0.0796,0.0337,0.0143
29.194054,128.25136,29.19,128.25,0.14980553,0.11229999,0.0755,0.030499998,0.0131
39.70074,142.66302,39.7,142.66,0.4708219,0.126,0.089099996,0.0382,0.0178
25.938877,130.09814,25.94,130.1,0.11582636,0.1171,0.0784,0.0327,0.0196
30.158308,124.24774,30.16,124.25,0.7072946,0.1206,0.089099996,0.045199998,0.024999999
38.273415,128.9415,38.27,128.94,0.4717553,0.121199995,0.0862,0.0367,0.015999999
33.44367,123.16408,33.440002,123.16,0.5753802,0.114099994,0.081999995,0.0343,0.0137
41.710575,133.52802,41.71,133.53,0.5020971,0.1284,0.0927,0.042799998,0.023799999
27.568924,142.08932,27.57,142.09,0.10072289,0.1337,0.0998,0.0579,0.044
30.385887,123.22339,30.390001,123.22,1.1974036,0.1182,0.086799994,0.041699998,0.021399999
33.88329,136.54582,33.88,136.55,0.18685457,0.11229999,0.0743,0.0297,0.0101
26.775259,142.08351,26.78,142.08,0.09704689,0.12719999,0.089099996,0.046299998,0.030299999
34.976734,123.44555,34.98,123.45,0.4581152,0.1284,0.0933,0.044299997,0.022599999
28.522131,126.73971,28.52,126.74,0.16932675,0.1117,0.0749,0.033099998,0.0166
