Albedo_01,Albedo_02,Albedo_03,Albedo_04,Chlorophyll
0.139,0.0963,0.053299997,0.038,0.08495867
0.1052,0.070099995,0.0254,0.011299999,0.18871962
0.1099,0.070099995,0.0257,0.0083,0.060902193
0.117699996,0.0761,0.0325,0.017199999,0.072115764
0.12239999,0.087299995,0.0423,0.022,0.3090996
0.111099996,0.077199996,0.0275,0.0196,0.08879896
0.111099996,0.0749,0.0267,0.0106999995,0.13901764
0.107,0.0695,0.025999999,0.011299999,0.06857706
0.12539999,0.0862,0.0401,0.022599999,0.11191444
0.124199994,0.0951,0.0411,0.017199999,2.420896
0.2359,0.19909999,0.1362,0.15689999,0.26623833
0.1081,0.0713,0.026899999,0.0131,0.08152975
0.107599996,0.070099995,0.0266,0.0106999995,0.15986733
0.111099996,0.0731,0.028099999,0.011899999,0.08797508
0.1497,0.1218,0.071899995,0.0695,0.4226711
0.1266,0.0879,0.0429,0.0232,0.11206119
0.117699996,0.0826,0.0345,0.0154,0.3318212
0.1426,0.100999996,0.0524,0.0309,0.12054913
0.12239999,0.0874,0.0361,0.0154,0.5111173
0.12239999,0.0844,0.0371,0.017199999,0.18126985
0.15269999,0.1105,0.0673,0.0499,0.102920815
0.1218,0.086799994,0.0389,0.0202,0.31977296
0.114099994,0.078999996,0.036399998,0.0184,0.18583041
0.124199994,0.0874,0.038,0.0184,0.29543346
0.1135,0.0749,0.0299,0.0143,0.08960449
0.1266,0.0885,0.04,0.022,0.20240007
0.1188,0.085,0.0403,0.026099999,0.1437857
0.1206,0.0832,0.034199998,0.0154,0.14910907
0.107599996,0.0749,0.028099999,0.011299999,0.40094408
0.115899995,0.0778,0.0334,0.0196,0.06642659
0.107,0.0683,0.0251,0.0106999995,0.06620736
0.114099994,0.0784,0.0315,0.0154,0.1384159
0.1355,0.093899995,0.0444,0.022599999,0.1252929
0.107,0.0683,0.0256,0.0095,0.08735909
0.1099,0.0725,0.0266,0.0106999995,0.13033327
0.1236,0.0903,0.0435,0.0232,0.61018276
0.1105,0.0749,0.030599998,0.0149,0.1537715
0.1087,0.0689,0.0242,0.0095,0.07593628
0.1171,0.073699996,0.0276,0.0131,0.09464838
0.139,0.0986,0.0468,0.026099999,0.15540883
0.1515,0.1165,0.0676,0.0535,0.5350306
0.1099,0.0707,0.026099999,0.0106999995,0.06575571
0.1182,0.0808,0.0365,0.026099999,0.100457974
0.1171,0.0796,0.0337,0.0143,0.150565
0.1468,0.1099,0.0682,0.0648,0.11247291
0.1462,0.107599996,0.0591,0.0392,0.26467234
0.115899995,0.077199996,0.0312,0.0143,0.10214804
0.11229999,0.070099995,0.030499998,0.011899999,0.06397696
0.107,0.0683,0.025799999,0.0095,0.0627989
0.1284,0.089099996,0.040999997,0.0232,0.115415454
0.1373,0.099199995,0.0469,0.0273,0.30626655
0.1117,0.0743,0.0278,0.012499999,0.12493978
0.1052,0.0695,0.0267,0.0083,0.20215376
0.1135,0.0814,0.0354,0.0178,0.5874117
0.1182,0.083799995,0.0348,0.017199999,0.36157987
0.109299995,0.071899995,0.0288,0.0137,0.073195145
0.1087,0.071899995,0.026099999,0.011299999,0.073195405
0.109299995,0.071899995,0.0263,0.0077,0.10946539
0.1182,0.0796,0.0339,0.0208,0.08873527
0.1117,0.077199996,0.030499998,0.0149,0.21472438
0.114099994,0.077199996,0.0315,0.012499999,0.100796014
0.1105,0.070099995,0.028199999,0.0101,0.089294806
0.1087,0.0731,0.0316,0.0058999998,0.07548501
0.107599996,0.0707,0.026999999,0.0106999995,0.13416283
0.1266,0.0814,0.0411,0.0101,0.2613033
0.12539999,0.0909,0.0437,0.0279,0.42130968
0.1165,0.0784,0.0325,0.015999999,0.09155337
0.11229999,0.0731,0.0299,0.0143,0.08091265
0.1165,0.0796,0.0336,0.0166,0.19518434
0.126,0.0945,0.0469,0.023799999,0.5436097
0.1545,0.1046,0.0554,0.0374,0.137711
0.1153,0.0677,0.0339,0.0047999998,0.13711625
0.119399995,0.0844,0.0368,0.015999999,0.40039727
0.1081,0.0731,0.0309,0.0131,0.18215558
0.119399995,0.086799994,0.0484,0.029099999,0.031837527
0.1497,0.1171,0.065799996,0.0559,0.085571736
0.1313,0.0963,0.0603,0.0493,0.13378228
0.121199995,0.0874,0.038799997,0.019,0.62332624
0.1099,0.076699995,0.030599998,0.0154,0.16363232
0.12,0.089099996,0.0426,0.0285,0.5435929
0.119399995,0.0808,0.036199998,0.003,0.08475067
0.111099996,0.0761,0.0312,0.0137,0.31698877
0.1117,0.0808,0.0349,0.0154,1.2882259
0.119399995,0.0802,0.0349,0.021399999,0.12317607
0.107,0.071899995,0.0278,0.011299999,0.19475412
0.1301,0.0927,0.0515,0.0315,0.22399254
0.1206,0.085599996,0.0357,0.017199999,0.32512665
0.1266,0.085599996,0.0273,0.022599999,0.11970921
0.1081,0.070099995,0.025799999,0.0106999995,0.06381115
0.105799995,0.0707,0.0254,0.0095,0.15397376
0.1135,0.078999996,0.033,0.0149,0.124813974
0.1064,0.0683,0.0266,0.0095,0.06684997
0.1087,0.0707,0.0263,0.011299999,0.068746775
0.1004,0.0677,0.0357,0.0018,0.106976755
0.1218,0.0915,0.0382,0.019,0.65030193
0.1284,0.0945,0.0447,0.024999999,0.5652254
0.105799995,0.0683,0.0253,0.011299999,0.088471144
0.11229999,0.076699995,0.029099999,0.012499999,0.24766797
0.121199995,0.0844,0.0349,0.015999999,0.29580253
0.109299995,0.0707,0.0273,0.0131,0.06873533
0.1188,0.0808,0.0345,0.015999999,0.13274565
0.1129,0.073699996,0.0288,0.012499999,0.093042724
0.1129,0.076699995,0.031,0.0184,0.09792234
0.1462,0.1218,0.0695,0.058799997,0.41296142
0.1129,0.0808,0.0352,0.0166,0.5748261
0.13069999,0.0933,0.0414,0.023799999,0.33425176
0.1319,0.1046,0.047399998,0.0184,2.6637008
0.117699996,0.0832,0.036,0.017199999,0.29000837
0.109299995,0.0731,0.0275,0.011299999,0.1011882
0.1182,0.081999995,0.033299997,0.0143,0.2641938
0.1171,0.0814,0.0365,0.0166,0.29218477
0.111099996,0.0731,0.028199999,0.0106999995,0.1601828
0.1188,0.0862,0.0404,0.022,1.2868036
0.15269999,0.122999996,0.0735,0.0802,0.5333563
0.12,0.0814,0.038799997,0.022599999,0.19553892
0.1153,0.0749,0.029099999,0.015999999,0.079293616
0.1129,0.0743,0.028099999,0.0137,0.08360301
0.107,0.0713,0.0267,0.0101,0.1339884
0.12239999,0.087299995,0.040999997,0.0208,0.24669567
0.1979,0.1646,0.116,0.1046,0.55177253
0.1117,0.0725,0.0267,0.0095,0.095112585
0.1099,0.071899995,0.0284,0.012499999,0.0852017
0.122999996,0.089099996,0.0382,0.017199999,0.6087941
0.11229999,0.0755,0.0297,0.0143,0.1430198
0.1278,0.0909,0.0416,0.0297,0.09504496
0.1331,0.099199995,0.0559,0.0297,0.43108526
0.1147,0.0802,0.0339,0.0101,0.099324085
0.105799995,0.0713,0.0256,0.0095,0.1880984
0.1087,0.0713,0.025799999,0.0095,0.10406844
0.1052,0.071899995,0.0273,0.0101,0.24016547
0.1925,0.148,0.1117,0.114099994,0.32389754
0.17889999,0.1432,0.0954,0.0749,0.30173242
0.1117,0.0743,0.030499998,0.0143,0.08617197
0.1147,0.0761,0.0296,0.0137,0.083099075
0.1171,0.076699995,0.0313,0.0137,0.14705078
0.119399995,0.0862,0.0343,0.0143,0.43371594
0.1081,0.0695,0.0266,0.0106999995,0.08039784
0.13069999,0.0986,0.045599997,0.0244,1.6714514
0.1182,0.0808,0.0352,0.0143,0.12816165
0.1105,0.0784,0.0327,0.012499999,0.46804622
0.1087,0.0707,0.0276,0.0131,0.21502799
0.1153,0.0749,0.0324,0.0137,0.07647287
0.1129,0.0802,0.033999998,0.0202,0.30581042
0.1052,0.0683,0.0263,0.0077,0.12873165
0.12,0.0808,0.0348,0.015999999,0.096894056
0.1129,0.0743,0.0296,0.0137,0.117857344
0.107,0.0695,0.025799999,0.0095,0.10435169
0.1218,0.0879,0.04,0.021399999,0.2699676
0.1147,0.0808,0.0316,0.0131,0.33248392
0.107599996,0.0695,0.025799999,0.0101,0.07214508
0.121199995,0.0897,0.0422,0.022599999,0.8080015
0.1099,0.0713,0.026099999,0.0083,0.104928486
0.1016,0.071899995,0.0312,0.0154,2.5521894
0.1171,0.0862,0.0389,0.0202,0.5174273
0.1099,0.073699996,0.0287,0.0131,0.07207345
0.11229999,0.077199996,0.0297,0.011299999,0.2127728
0.117699996,0.0778,0.031799998,0.017199999,0.095520675
0.1236,0.086799994,0.0379,0.0178,0.11350384
0.1052,0.070099995,0.0254,0.0089,0.12018455
0.1147,0.073699996,0.0299,0.012499999,0.084057815
0.1087,0.0743,0.03,0.011299999,0.20072687
0.1284,0.0909,0.037699997,0.0154,0.589613
0.1046,0.0707,0.0264,0.0106999995,0.17521007
0.1147,0.0826,0.0358,0.0208,0.51525295
0.1266,0.085599996,0.0368,0.0315,0.09303577
0.1046,0.0683,0.0241,0.0077,0.13521887
0.121199995,0.086799994,0.0392,0.0202,0.30982736
0.1598,0.12539999,0.0871,0.078999996,0.080351375
0.107599996,0.071899995,0.026899999,0.0101,0.1762939
0.107599996,0.070099995,0.026099999,0.0106999995,0.07902132
0.1081,0.070099995,0.025999999,0.011299999,0.071956016
0.3761,0.3619,0.3295,0.44509998,0.34359473
0.114099994,0.0808,0.0327,0.0154,0.2624408
0.1117,0.083799995,0.036399998,0.0154,0.74254704
0.1046,0.0725,0.0276,0.011899999,0.31987226
0.114099994,0.0749,0.033099998,0.0178,0.091399744
0.1135,0.0796,0.0334,0.0149,0.27820826
0.122999996,0.0885,0.0383,0.0166,0.4456293
0.1284,0.095699996,0.0466,0.0244,0.87791055
0.1331,0.0945,0.047399998,0.0315,0.092850484
0.4219,0.45639998,0.3678,0.39929998,0.5069782
0.1171,0.0826,0.035099998,0.0166,0.5425536
0.1236,0.0879,0.036199998,0.015999999,0.54456866
0.1295,0.0927,0.043199997,0.0267,0.15029836
0.1105,0.0784,0.0334,0.012499999,0.52002776
0.13069999,0.0951,0.049,0.0273,0.27955833
0.1337,0.0963,0.04,0.0154,0.49009624
0.114099994,0.078999996,0.0328,0.0154,0.19712175
0.1117,0.0743,0.029099999,0.011899999,0.1340006
0.111099996,0.0749,0.0319,0.0154,0.06498076
0.1105,0.0761,0.036199998,0.024999999,0.077491805
0.1064,0.0707,0.025799999,0.0089,0.136988
0.121199995,0.0874,0.035499997,0.0154,0.6196002
0.15689999,0.117699996,0.055299997,0.0683,0.09332876
0.107,0.071899995,0.0275,0.0101,0.1092146
0.109299995,0.071899995,0.0278,0.0137,0.06547697
0.107,0.070099995,0.026899999,0.011899999,0.083200686
0.119399995,0.085599996,0.0394,0.0202,0.6946661
0.1099,0.0749,0.029299999,0.0131,0.22023658
0.11229999,0.0755,0.0279,0.0101,0.11543264
0.12,0.083799995,0.038799997,0.022,0.08420563
0.1171,0.0725,0.0337,0.012499999,0.12632856
0.126,0.0897,0.0371,0.0149,0.49785852
0.1165,0.0802,0.0354,0.0166,0.103438586
0.19489999,0.1777,0.126,0.1563,0.25410965
0.1206,0.0802,0.04,0.0208,0.0765128
0.1171,0.0796,0.0327,0.0149,0.16171187
0.122999996,0.089099996,0.041899998,0.022,0.60235465
0.1373,0.0975,0.0477,0.0273,0.25665164
0.11229999,0.0796,0.0334,0.015999999,0.47601557
0.12,0.0796,0.0339,0.015999999,0.1069185
0.117699996,0.085599996,0.041699998,0.023799999,0.602214
0.107599996,0.073699996,0.0299,0.012499999,0.27542207
0.1301,0.0927,0.040999997,0.0202,0.4381655
0.122999996,0.0915,0.046499997,0.024999999,0.63792163
0.1129,0.0749,0.028099999,0.011299999,0.12422104
0.1081,0.0713,0.025999999,0.0077,0.13339677
0.124199994,0.095699996,0.0431,0.015999999,2.7879417
0.12719999,0.087299995,0.040999997,0.0232,0.12896861
0.12,0.0814,0.0334,0.015999999,0.10046454
0.1081,0.0713,0.0263,0.0106999995,0.12641713
0.1301,0.0897,0.0414,0.021399999,0.1390296
0.1301,0.093899995,0.0444,0.0232,0.44798195
0.11229999,0.0743,0.029099999,0.0149,0.11236669
0.1081,0.070099995,0.0267,0.012499999,0.077363476
0.1153,0.0814,0.0349,0.0131,0.6025305
0.1052,0.0677,0.0242,0.0106999995,0.06958304
0.107,0.0677,0.026899999,0.0106999995,0.059032813
0.1064,0.0683,0.024699999,0.0089,0.13353926
0.12,0.078999996,0.0324,0.0149,0.11009663
0.12,0.0784,0.0315,0.017199999,0.11230726
0.1165,0.0778,0.033,0.0137,0.08165524
0.1105,0.071899995,0.028099999,0.0095,0.088997714
0.1099,0.0731,0.0285,0.011899999,0.06861721
0.121199995,0.083799995,0.0391,0.0256,0.094347134
0.1087,0.071899995,0.025799999,0.0083,0.116522074
0.2953,0.2704,0.2392,0.27449998,0.53181577
0.11229999,0.0749,0.030599998,0.0137,0.10704118
0.1188,0.0826,0.0348,0.0154,0.34682408
0.115899995,0.0808,0.033999998,0.015999999,0.25845137
0.1165,0.081999995,0.0383,0.017199999,0.29202932
0.1052,0.070099995,0.026999999,0.0106999995,0.23216546
0.1515,0.115899995,0.064899996,0.052899998,0.5492179
0.12539999,0.0897,0.0392,0.017199999,0.46025905
0.114099994,0.0814,0.0334,0.0154,0.6555733
0.124199994,0.0879,0.0367,0.017199999,0.466799
0.117699996,0.0808,0.0337,0.015999999,0.17013025
0.117699996,0.0897,0.0382,0.029099999,0.197833
0.1171,0.081999995,0.0358,0.019,0.19123185
0.1236,0.0879,0.038,0.017199999,0.17452013
0.109299995,0.071899995,0.0266,0.0095,0.10458166
0.122999996,0.086799994,0.037299998,0.0256,0.09289908
0.1486,0.1147,0.0609,0.055299997,0.2689703
0.111099996,0.0725,0.0264,0.011299999,0.09918394
0.1278,0.083799995,0.0413,0.022599999,0.119070984
0.1099,0.071899995,0.028099999,0.0131,0.07115691
0.1236,0.0903,0.046099998,0.040999997,0.2366216
0.1182,0.077199996,0.0361,0.0166,0.053820927
0.1355,0.095699996,0.0398,0.0184,0.4684193
0.109299995,0.0707,0.0256,0.0101,0.08346296
0.1171,0.087299995,0.0423,0.0297,0.27870017
0.1081,0.070099995,0.0254,0.0095,0.0910807
0.109299995,0.0707,0.0263,0.0101,0.077394314
0.1165,0.0826,0.035499997,0.0178,0.28828973
0.139,0.1135,0.0743,0.0232,3.5620298
0.1087,0.071899995,0.026099999,0.0095,0.095894285
0.14909999,0.122999996,0.0633,0.063599996,0.10690383
0.12239999,0.0879,0.0411,0.022,0.43623763
0.1182,0.0802,0.0346,0.017199999,0.10376737
0.124199994,0.086799994,0.0368,0.017199999,0.24223734
0.1099,0.0761,0.0312,0.0137,0.29659238
0.1117,0.076699995,0.031799998,0.012499999,0.09822576
0.124199994,0.0933,0.045599997,0.024999999,1.1668134
0.1331,0.0975,0.0541,0.043399997,0.09779612
0.2882,0.2775,0.2366,0.29,0.17082863
0.1099,0.0755,0.03,0.0131,0.20979463
0.1064,0.067099996,0.0253,0.0101,0.05141939
0.1147,0.0784,0.032199997,0.0178,0.118909776
0.139,0.095699996,0.0536,0.045199998,0.10715346
0.1117,0.0731,0.0276,0.0101,0.09988451
0.1236,0.085599996,0.0383,0.019,0.09919475
0.105799995,0.0731,0.0278,0.012499999,0.29519874
0.15089999,0.1087,0.0652,0.0244,0.16188727
0.115899995,0.078999996,0.0352,0.019,0.16584073
0.109299995,0.070099995,0.0257,0.011899999,0.08712752
0.109299995,0.0707,0.0266,0.0101,0.070347965
0.1052,0.0725,0.0284,0.011899999,0.33486888
0.1812,0.1337,0.091199994,0.0986,0.10163906
0.114099994,0.0761,0.0325,0.0143,0.08918115
0.115899995,0.0808,0.0328,0.011899999,0.29113632
0.109299995,0.0695,0.0278,0.011299999,0.117051266
0.105799995,0.073699996,0.0279,0.0106999995,0.6461291
0.1295,0.0915,0.0414,0.021399999,0.25185293
0.126,0.0885,0.0425,0.0285,0.10552952
0.107,0.0707,0.026099999,0.0106999995,0.15462652
0.1129,0.0755,0.0334,0.0196,0.050820433
0.11229999,0.078999996,0.0336,0.019,0.29955876
0.107599996,0.0713,0.0275,0.0095,0.13648848
0.2074,0.1723,0.1217,0.14199999,0.17376415
0.14199999,0.111099996,0.0663,0.0499,0.09323648
0.1147,0.076699995,0.030199999,0.0166,0.09847321
0.1165,0.0826,0.033999998,0.0154,0.8559133
0.117699996,0.0826,0.036,0.017199999,0.2143026
0.121199995,0.0879,0.0401,0.0184,0.5299714
0.1188,0.0808,0.033999998,0.0178,0.15849335
0.1165,0.077199996,0.033299997,0.0196,0.06801244
0.105799995,0.0683,0.024999999,0.0089,0.07169772
0.1028,0.0743,0.034199998,0.0178,0.20639746
0.24129999,0.2068,0.16679999,0.1598,0.36898944
0.16219999,0.12239999,0.0729,0.063,0.51090807
0.12719999,0.093899995,0.0447,0.0267,0.46823648
0.1087,0.070099995,0.0256,0.0106999995,0.09565182
0.115899995,0.071899995,0.030599998,0.019,0.077125244
0.1295,0.095699996,0.047199998,0.0339,0.092690535
0.114099994,0.0743,0.0288,0.011899999,0.08842804
0.1593,0.119399995,0.0752,0.0648,0.5619782
0.1284,0.093899995,0.045199998,0.022,0.7097741
0.1188,0.0844,0.0348,0.0154,0.34536344
0.12539999,0.0885,0.0466,0.0368,0.042413834
0.1218,0.086799994,0.036199998,0.0154,0.5844469
0.117699996,0.0796,0.0334,0.015999999,0.09464266
0.1087,0.0778,0.0354,0.0154,0.40441465
0.1396,0.1064,0.062699996,0.0559,0.38663843
0.1099,0.0743,0.0296,0.011899999,0.10130445
0.1295,0.0897,0.040999997,0.022599999,0.13053295
0.1343,0.0945,0.0504,0.0345,0.53414
0.1735,0.12539999,0.0931,0.077199996,0.122934595
0.1218,0.0832,0.0346,0.0131,0.26392636
0.1188,0.0832,0.036,0.0178,0.34785458
0.1081,0.0707,0.027199998,0.0101,0.1031071
0.161,0.117699996,0.0839,0.077199996,0.07844517
0.1188,0.085599996,0.0376,0.0202,0.35622573
0.1087,0.070099995,0.0253,0.0083,0.09189371
0.1117,0.0725,0.030199999,0.011899999,0.10060747
0.1153,0.077199996,0.0367,0.021399999,0.06039962
0.1087,0.0725,0.0285,0.011299999,0.11116654
0.3595,0.3357,0.30969998,0.353,0.26638466
0.1182,0.0832,0.0358,0.017199999,0.14708792
0.1153,0.0808,0.0348,0.0202,0.24984503
0.1046,0.0713,0.0273,0.0095,0.21176462
0.121199995,0.083799995,0.037,0.0184,0.35419524
0.1206,0.081999995,0.0352,0.017199999,0.091542415
0.121199995,0.085599996,0.0383,0.022599999,0.31986514
0.14739999,0.0909,0.0557,0.051099997,0.17696497
0.117699996,0.0796,0.0324,0.0154,0.10018445
0.111099996,0.0731,0.0279,0.0131,0.08901926
0.107599996,0.070099995,0.0267,0.011899999,0.08779451
0.1468,0.1206,0.0722,0.058799997,0.13007903
0.26029998,0.22049999,0.1802,0.1783,0.32874316
0.107,0.0731,0.030299999,0.011899999,0.19235863
0.105799995,0.0713,0.026899999,0.0106999995,0.19841856
0.1575,0.1218,0.0888,0.0713,0.09723515
0.117699996,0.0832,0.035499997,0.0154,0.19659422
0.1331,0.093899995,0.0447,0.0232,0.11641655
0.1165,0.077199996,0.0316,0.0154,0.11159456
0.1182,0.085,0.037,0.017199999,0.6723962
0.1087,0.076699995,0.0315,0.0149,0.20208628
0.12719999,0.0879,0.04,0.022,0.13728856
0.1426,0.1052,0.0495,0.0267,0.32973656
0.1171,0.081999995,0.0346,0.0154,0.26207602
0.1064,0.0689,0.0257,0.0089,0.061425947
0.111099996,0.0731,0.0285,0.011299999,0.07892615
0.1355,0.0975,0.048299998,0.0315,0.13118702
0.148,0.1105,0.0673,0.0517,0.18069465
0.12,0.0903,0.036,0.0154,1.0561671
0.117699996,0.078999996,0.0334,0.0149,0.08166988
0.1278,0.083799995,0.0475,0.023799999,0.08557899
0.121199995,0.087299995,0.037699997,0.021399999,0.31413764
0.119399995,0.0814,0.0346,0.0166,0.14638236
0.1117,0.0743,0.0296,0.0154,0.08234064
0.124199994,0.0879,0.0368,0.0178,0.26059157
0.13069999,0.092099994,0.0423,0.023799999,0.14840977
0.111099996,0.0761,0.03,0.011899999,0.25073522
0.114099994,0.0761,0.0279,0.011899999,0.13728595
0.115899995,0.0826,0.034199998,0.0196,0.12334935
0.1153,0.083799995,0.0349,0.0154,1.2706883
0.1188,0.083799995,0.0349,0.0178,0.30316174
0.1099,0.0725,0.0267,0.011299999,0.044871505
0.1087,0.070099995,0.0251,0.0077,0.092469886
0.1099,0.0731,0.027199998,0.012499999,0.08571281
0.12719999,0.092099994,0.0422,0.023799999,0.46329892
0.115899995,0.077199996,0.029299999,0.012499999,0.1870942
0.111099996,0.0731,0.028199999,0.011299999,0.05439957
0.107599996,0.0743,0.0288,0.012499999,0.2858603
0.11229999,0.0755,0.0276,0.011299999,0.23360114
0.1105,0.0725,0.0296,0.0131,0.078809604
0.115899995,0.0808,0.0349,0.0166,0.27058655
0.4154,0.3999,0.3647,0.4552,0.4382866
0.1129,0.073699996,0.029099999,0.011899999,0.11338136
0.1295,0.0951,0.045199998,0.0202,0.58818746
0.1064,0.0713,0.0256,0.0101,0.19572648
0.1188,0.086799994,0.0413,0.0244,0.79103583
0.1135,0.0755,0.0285,0.011899999,0.12579124
0.121199995,0.083799995,0.049799997,0.0208,0.10591146
0.2436,0.1575,0.1358,0.1634,0.10730375
0.1325,0.1087,0.0591,0.0202,3.0167713
0.1016,0.0707,0.0328,0.0101,0.26426336
0.1206,0.081999995,0.0348,0.0184,0.10499381
0.107,0.071899995,0.026999999,0.0101,0.1303149
0.109299995,0.0695,0.0288,0.0095,0.07549426
0.2234,0.1848,0.1564,0.1604,0.61447483
0.1462,0.109299995,0.0557,0.0422,0.15484898
0.1147,0.077199996,0.0312,0.0149,0.19849369
0.1182,0.0778,0.0325,0.015999999,0.07620154
0.1099,0.0725,0.028099999,0.011299999,0.07895322
0.107,0.0749,0.030299999,0.0131,0.3159575
0.12,0.0802,0.033999998,0.021399999,0.08283092
0.11229999,0.0761,0.033099998,0.015999999,0.06557707
0.11229999,0.0778,0.033,0.0137,0.25348672
0.1117,0.0796,0.0349,0.015999999,0.5441287
0.1557,0.114099994,0.0731,0.058199998,0.07699997
0.1171,0.0784,0.0346,0.022,0.056757662
0.1188,0.0844,0.0352,0.0154,0.33779532
0.117699996,0.085599996,0.040599998,0.017199999,0.38911986
0.1266,0.0903,0.0392,0.0184,0.45614284
0.1284,0.0915,0.0413,0.0196,0.25986525
0.1278,0.1004,0.0554,0.0047999998,0.24823226
0.1379,0.109299995,0.053,0.0273,3.1291387
0.1052,0.0683,0.024799999,0.0089,0.076215334
0.103999995,0.070099995,0.024999999,0.0083,0.19847853
0.11229999,0.0778,0.030499998,0.0101,0.27967784
0.1171,0.077199996,0.0325,0.0137,0.10597057
0.107599996,0.071899995,0.0284,0.0149,0.12176868
0.13069999,0.0927,0.0493,0.038599998,0.52964175
0.1301,0.0998,0.0455,0.0256,1.3631368
0.12239999,0.0885,0.0481,0.0357,0.08127146
0.1081,0.0713,0.0287,0.0143,0.07217095
0.1153,0.086799994,0.0371,0.0166,3.873031
0.124199994,0.0879,0.036399998,0.015999999,0.27145693
0.1117,0.0755,0.029,0.011299999,0.13764615
0.103999995,0.0725,0.0275,0.011299999,0.30107287
0.1218,0.0844,0.0426,0.024999999,0.08605953
0.1135,0.0761,0.030499998,0.0149,0.074629776
0.1266,0.0933,0.0411,0.0208,0.45164624
0.111099996,0.0713,0.0278,0.011899999,0.07445405
0.1147,0.0802,0.0371,0.021399999,0.17627938
0.119399995,0.085599996,0.0349,0.0143,0.2821737
0.1171,0.078999996,0.032199997,0.0143,0.074435465
0.109299995,0.071899995,0.0266,0.0101,0.104807466
0.1165,0.0814,0.033999998,0.0154,0.29786375
0.1266,0.0969,0.0453,0.042799998,0.07954194
0.14739999,0.1147,0.0642,0.044,0.62113595
0.12719999,0.0915,0.0376,0.0178,0.46991655
0.117699996,0.078999996,0.0325,0.0143,0.0839972
0.1218,0.085599996,0.0361,0.0154,0.44866082
0.126,0.0927,0.044,0.0267,0.25319198
0.1052,0.0677,0.0242,0.0089,0.09009723
0.13669999,0.0963,0.0499,0.0315,0.09884565
0.1117,0.0755,0.0299,0.0143,0.10217088
0.11229999,0.0749,0.0288,0.012499999,0.17587574
0.1147,0.0796,0.033099998,0.0137,0.24574743
0.1165,0.0808,0.0348,0.0166,0.24101187
0.1064,0.0683,0.0257,0.0101,0.06383345
0.107599996,0.0695,0.0278,0.0143,0.05815691
0.109299995,0.0755,0.029399998,0.015999999,0.1699734
0.121199995,0.086799994,0.0382,0.0166,0.515839
0.119399995,0.0808,0.0337,0.015999999,0.13660882
0.1373,0.092099994,0.0499,0.0232,0.1432196
0.1087,0.0784,0.032199997,0.0131,0.65173286
0.126,0.089099996,0.0383,0.022,0.218722
0.1064,0.0689,0.0245,0.0101,0.092905216
0.1188,0.085599996,0.0401,0.026099999,0.07738635
0.1153,0.0832,0.037299998,0.0184,0.41349024
0.12719999,0.0885,0.0481,0.030299999,0.14325756
0.107599996,0.070099995,0.0254,0.0101,0.06812182
0.1379,0.098,0.0475,0.026099999,0.19779377
0.1099,0.0755,0.0299,0.011899999,0.33028892
0.1373,0.0963,0.0458,0.023799999,0.16965365
0.1284,0.0969,0.0435,0.0202,3.2868633
0.1349,0.103999995,0.051799998,0.0416,2.0002942
0.115899995,0.0743,0.035099998,0.0196,0.07401661
0.121199995,0.0784,0.0382,0.022,0.066232756
0.1325,0.0963,0.049599998,0.0345,0.6112665
0.1064,0.0689,0.025799999,0.011899999,0.06438039
0.109299995,0.071899995,0.025999999,0.0106999995,0.15059927
0.1129,0.0749,0.0296,0.012499999,0.117662914
0.1153,0.0784,0.0343,0.0149,0.10493016
0.111099996,0.0725,0.028199999,0.012499999,0.12080237
0.12539999,0.0879,0.0374,0.0178,0.33515832
0.1521,0.1182,0.0686,0.043399997,0.56632316
0.117699996,0.0879,0.043399997,0.0149,0.22090909
0.11229999,0.0731,0.0279,0.011899999,0.07997838
0.1117,0.0743,0.028199999,0.011899999,0.09823738
0.111099996,0.0743,0.030199999,0.0143,0.075577505
0.1081,0.071899995,0.0275,0.011899999,0.10445349
0.107,0.0725,0.029299999,0.012499999,0.19263797
0.1081,0.0707,0.0276,0.0131,0.068860434
0.109299995,0.0743,0.028199999,0.0106999995,0.20631596
0.1046,0.070099995,0.0256,0.0106999995,0.18854815
0.1117,0.0755,0.035099998,0.0166,0.12799129
0.12239999,0.083799995,0.0368,0.019,0.28531817
0.14199999,0.1028,0.0521,0.0327,0.15908971
0.1135,0.077199996,0.0315,0.0154,0.119556755
0.12,0.086799994,0.0413,0.0196,0.52372575
0.1105,0.0725,0.0273,0.0095,0.13196209
0.119399995,0.0796,0.0348,0.0166,0.118902266
0.11229999,0.0749,0.0296,0.012499999,0.097968504
0.11229999,0.076699995,0.030499998,0.011899999,0.19608128
0.12719999,0.0909,0.039699998,0.0178,0.47518432
0.1087,0.0707,0.0253,0.011299999,0.12063492
0.1046,0.0731,0.027199998,0.011899999,0.72192925
0.109299995,0.0778,0.0316,0.0149,0.31801996
0.1087,0.0707,0.026999999,0.011899999,0.076051086
0.1278,0.0915,0.040999997,0.022,0.414766
0.1087,0.0713,0.030199999,0.0154,0.05920699
0.12719999,0.0909,0.0403,0.021399999,0.57135254
0.1153,0.077199996,0.03,0.0131,0.15283915
0.1171,0.085,0.0401,0.019,0.4996507
0.11229999,0.0802,0.0339,0.0166,0.34248504
0.1188,0.0844,0.0361,0.0184,0.48564672
0.107,0.0695,0.0264,0.0101,0.06891745
0.115899995,0.0778,0.031799998,0.0143,0.08690866
0.1117,0.073699996,0.0337,0.0178,0.09533897
