iter	RMSE
472	0.1707844078
473	0.1707814025
474	0.1707454647
475	0.1707238957
476	0.1706952331
477	0.1706790407
478	0.1706321561
479	0.1706034642
480	0.1705657174
481	0.1705579582
482	0.1705538283
483	0.1705313122
484	0.1705151099
485	0.1704930975
486	0.1704732503
487	0.1704714407
488	0.1704686921
489	0.1704451394
490	0.1704331526
491	0.1704213021
492	0.1703968074
493	0.170377247
494	0.170359208
495	0.1703036991
496	0.1702582192
497	0.1702397201
498	0.1702301947
499	0.1702230858
500	0.1701988368
501	0.1701892566
502	0.1701714304
503	0.1701310512
504	0.1701168252
505	0.1701090309
506	0.1700592071
507	0.1700455766
508	0.1700047053
509	0.1699599908
510	0.1699436208
511	0.1699222349
512	0.1698907196
513	0.1698305836
514	0.1698260746
515	0.1697700752
516	0.1697212246
517	0.1696621914
518	0.1696198409
519	0.1696016451
520	0.1695402979
521	0.1694899785
522	0.169474541
523	0.169446776
524	0.1694115733
525	0.169392737
526	0.1693840243
527	0.1693737448
528	0.1693558121
529	0.1693309367
530	0.1693184813
531	0.1693099463
532	0.1693009797
533	0.1692916268
534	0.1692827388
535	0.169245037
536	0.1692345165
537	0.1692089254
538	0.169185714
539	0.1691820491
540	0.1691527313
541	0.1691436831
542	0.1691124411
543	0.1690930944
544	0.1690798216
545	0.1690187619
546	0.1689721689
547	0.1689582855
548	0.1689300806
549	0.1689107547
550	0.168899588
551	0.1688965707
552	0.1688891887
553	0.168872732
554	0.1688603972
555	0.1688394488
556	0.1688333598
557	0.1688116759
558	0.1687989213
559	0.1687774453
560	0.1687756171
561	0.1687661786
562	0.1687557224
563	0.1687451713
564	0.1687243441
565	0.1686973887
566	0.168684085
567	0.1686764606
568	0.1686653971
569	0.1686382013
570	0.1686328766
571	0.1685870413
572	0.1685827868
573	0.1685813198
574	0.1685712885
575	0.1685599935
576	0.1685487156
577	0.1685189825
578	0.1685052235
579	0.1685006584
580	0.1684826652
581	0.1684575571
582	0.1684435048
583	0.1684386419
584	0.168423933
585	0.1684090659
586	0.1683603379
587	0.1683480225
588	0.1683431615
589	0.1683282661
590	0.1683004943
591	0.1682714406
592	0.1682688108
593	0.168267459
594	0.1682635757
595	0.1682476848
596	0.168243681
597	0.1682251042
598	0.1682018143
599	0.16819307
600	0.1681653947
601	0.1681466617
602	0.1681233712
603	0.1680961181
604	0.1680777625
605	0.1680492024
606	0.1680321867
607	0.1680189809
608	0.1680137332
609	0.1680097054
610	0.167994356
611	0.1679698653
612	0.1679510031
613	0.1679398948
614	0.167912701
615	0.1679053924
616	0.1678911477
617	0.167880053
618	0.1678402718
619	0.1678006142
620	0.1677920479
621	0.1677682701
622	0.1677110724
623	0.1676897111
624	0.1676663889
625	0.1676193178
626	0.1676076032
627	0.1675889562
628	0.1675849417
629	0.1675397001
630	0.1675292772
631	0.1675188793
632	0.1674840266
633	0.1674463374
634	0.1674148025
635	0.1674094252
636	0.1673946578
637	0.1673403586
638	0.1672888669
639	0.1672385014
640	0.1672193922
641	0.1672039439
642	0.1671773152
643	0.1671706764
644	0.1671602676
645	0.1671167988
646	0.1670682763
647	0.1670600297
648	0.167057734
649	0.1670498979
650	0.1670393032
651	0.167016181
652	0.1669772505
653	0.1669369114
654	0.1669336011
655	0.1668730195
656	0.1668655005
657	0.1668455184
658	0.1668208768
659	0.1668130444
660	0.1668032243
661	0.1667941289
662	0.1667873694
663	0.1667847993
664	0.1667812759
665	0.1667707664
666	0.1667546855
667	0.1667238583
668	0.166687784
669	0.1666804434
670	0.1666530321
671	0.1666239956
672	0.1666137148
673	0.1665687557
674	0.1665133586
675	0.1664821239
676	0.16647246
677	0.1664251419
678	0.166402208
679	0.1663972508
680	0.1663792139
681	0.1663642632
682	0.1663475936
683	0.1663389248
684	0.1663312399
685	0.1663078024
686	0.1663065411
687	0.1662731654
688	0.1662450544
689	0.1662071692
690	0.166199034
691	0.1661631214
692	0.1661491273
693	0.1661142726
694	0.1660725298
695	0.1660298955
696	0.1659892943
697	0.165984663
698	0.1659807279
699	0.1659508254
700	0.1659402949
701	0.1659223689
702	0.1659200074
703	0.1659023276
704	0.1658939395
705	0.1658714887
706	0.1658639292
707	0.1658395819
708	0.1658134094
709	0.1657762729
710	0.1657347357
711	0.1657083257
712	0.1656798363
713	0.1656497463
714	0.1656245115
715	0.1655822692
716	0.1655418863
717	0.1655240989
718	0.1655171596
719	0.1654839191
720	0.1654413134
721	0.1654205578
722	0.165408271
723	0.1653982276
724	0.1653872149
725	0.165369726
726	0.1653630147
727	0.1653411029
728	0.165319128
729	0.1653096495
730	0.1652840262
731	0.1652779532
732	0.1652580073
733	0.1652278264
734	0.165202181
735	0.1651832834
736	0.1651670878
737	0.1651505938
738	0.1651434327
739	0.1651158911
740	0.1650701419
741	0.1650442925
742	0.1650250618
743	0.1649994076
744	0.1649880586
745	0.1649722386
746	0.1649520455
747	0.1649463432
748	0.1649435329
749	0.1649406099
750	0.1649312174
751	0.1649127071
752	0.1649113743
753	0.164879141
754	0.1648704852
755	0.1648644186
756	0.1648197308
757	0.1648065215
758	0.1647964597
759	0.1647868613
760	0.1647687962
761	0.1647604722
762	0.1647244304
763	0.1647183506
764	0.1647077447
765	0.1646958506
766	0.1646806043
767	0.1646642498
768	0.1646569906
769	0.1646557897
770	0.1646517509
771	0.1646431635
772	0.1646404128
773	0.1646292799
774	0.1646238007
775	0.1646155926
776	0.1645808773
777	0.1645725247
778	0.1645436012
779	0.1645248515
780	0.1645172011
781	0.1645118539
782	0.1644867765
783	0.1644766722
784	0.1644636264
785	0.1644567762
786	0.1644446807
787	0.1644381529
788	0.1644331538
789	0.1644280066
790	0.1644226028
791	0.1644062897
792	0.1643977824
793	0.1643901412
794	0.1643782939
795	0.1643709415
796	0.1643640168
797	0.1643453439
798	0.1643380015
799	0.1643050769
800	0.1642998967
801	0.1642910998
802	0.1642832259
803	0.1642471007
804	0.1642162804
805	0.1642103756
806	0.1641811795
807	0.1641698567
808	0.1641606809
809	0.1641557925
810	0.1641467389
811	0.1641425172
812	0.1641366423
813	0.1640938263
814	0.1640843247
815	0.1640494529
816	0.1640106771
817	0.1640034891
818	0.1639972612
819	0.1639877195
820	0.1639732334
821	0.1639698208
822	0.1639675665
823	0.1639663868
824	0.1639583022
825	0.1639384657
826	0.163935442
827	0.1639089086
828	0.1638992413
829	0.1638824389
830	0.163873747
831	0.1638670936
832	0.1638385347
833	0.1638303359
834	0.1638145941
835	0.1638078259
836	0.1637935053
837	0.1637738703
838	0.1637679192
839	0.1637668549
840	0.1637640319
841	0.1637608388
842	0.1637597522
843	0.16374875
844	0.1637393291
845	0.1637341197
846	0.16372532
847	0.1637192791
848	0.1636906232
849	0.1636785735
850	0.1636483278
851	0.1636391035
852	0.1636317874
853	0.1636178116
854	0.1636152521
855	0.1636132603
856	0.1635856901
857	0.1635706564
858	0.163543534
859	0.16353251
860	0.1635116116
861	0.1634920228
862	0.1634776946
863	0.1634655617
864	0.1634610328
865	0.1634556385
866	0.1634265308
867	0.163379856
868	0.1633773356
869	0.163374883
870	0.163367505
871	0.1633509976
872	0.1633378899
873	0.1633360354
874	0.1633085043
875	0.1632853757
876	0.1632567815
877	0.1632504815
878	0.1632250557
879	0.1632196876
880	0.1631869275
881	0.1631774764
882	0.1631766547
883	0.1631509804
884	0.1631329538
885	0.1631309504
886	0.1631110552
887	0.1630980683
888	0.163079511
889	0.163075217
890	0.1630493524
891	0.1630379092
892	0.1630306406
893	0.1630193678
894	0.1630135889
895	0.1630017676
896	0.1629958932
897	0.1629948879
898	0.1629816317
899	0.1629806781
900	0.1629553599
901	0.1629443416
902	0.1629406057
903	0.16293968
904	0.1629173795
905	0.1629105806
906	0.1628943257
907	0.1628788554
908	0.1628688552
909	0.1628594307
910	0.1628482989
911	0.16283649
912	0.1628099859
913	0.1627871923
914	0.1627816779
915	0.1627712166
916	0.1627694013
917	0.1627661093
918	0.1627628787
919	0.1627579364
920	0.1627280854
921	0.1627054574
922	0.1626896369
923	0.162666199
924	0.1626331077
925	0.1626040743
926	0.1626032194
927	0.162599795
928	0.1625990326
929	0.1625947899
930	0.1625707499
931	0.1625635868
932	0.1625627995
933	0.1625552
934	0.1625421554
935	0.16253962
936	0.1625249421
937	0.1625076225
938	0.1625022514
939	0.1625015253
940	0.1624862329
941	0.1624729856
942	0.1624488705
943	0.1624282125
944	0.1624180015
945	0.1624030367
946	0.1623895158
947	0.1623419685
948	0.1623361494
949	0.1623152444
950	0.1622946173
951	0.1622584775
952	0.1622438347
953	0.1622392733
954	0.1622300742
955	0.1622174884
956	0.1622052939
957	0.1621854822
958	0.1621643856
959	0.1621386865
960	0.1621345626
961	0.1620956027
962	0.1620829338
963	0.1620718307
964	0.1620503281
965	0.1620429251
966	0.1620057925
967	0.1619965932
968	0.1619913765
969	0.1619580879
970	0.1619454729
971	0.1619385086
972	0.1619185766
973	0.161903221
974	0.1618675741
975	0.1618304014
976	0.1618264883
977	0.161819098
978	0.1618115847
979	0.1618097029
980	0.1618048017
981	0.1618005602
982	0.1617631016
983	0.1617578502
984	0.1617557343
985	0.1617517091
986	0.1617269153
987	0.1617136767
988	0.1616695976
989	0.161659864
990	0.1616550411
991	0.1616417733
992	0.161641072
993	0.1616365585
994	0.1616311345
995	0.161625488
996	0.1616158555
997	0.1615969276
998	0.1615627167
999	0.1615424486
